"ensembl_gene_id","mgi_symbol","hg_ensembl_gene_id","hgnc_symbol","description","max_cat","t50_cat","group_1","group_2","avg_max","avg_min","avg_fc","avg_t50","H3K27me3_bin","H3K27me3","H3K4me3_bin","H3K4me3"
"ENSMUSG00000073640","Rpl27-ps3",NA,NA,"ribosomal protein L27, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3646174]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.888055,11.88039,0,0.118236968045604,0,0.141411019036571
"ENSMUSG00000048758","Rpl29","ENSG00000162244","RPL29","ribosomal protein L29 [Source:MGI Symbol;Acc:MGI:99687]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,5.737482,6.416416,0,0.206848292476469,1,0.696113763123405
"ENSMUSG00000058600","Rpl30","ENSG00000156482","RPL30","ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.052066,7.45125,0,0.20392107457493,1,0.745847308812524
"ENSMUSG00000068969","Rpl32-ps",NA,NA,"ribosomal protein L32, pseudogene [Source:MGI Symbol;Acc:MGI:98039]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.153501,8.546737,0,0.174689455270135,0,0.299049199150705
"ENSMUSG00000062997","Rpl35","ENSG00000136942","RPL35","ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913739]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.046325,12.09135,0,0.231732150147582,1,0.719001769171657
"ENSMUSG00000079435","Rpl36a",NA,NA,"ribosomal protein L36A [Source:MGI Symbol;Acc:MGI:1201789]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.132637,13.99188,0,0.167589393364917,1,0.59722329819792
"ENSMUSG00000029614","Rpl6","ENSG00000089009","RPL6","ribosomal protein L6 [Source:MGI Symbol;Acc:MGI:108057]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.190374,15.2377,0,0.18107949061872,1,0.693656299940332
"ENSMUSG00000062647","Rpl7a","ENSG00000148303","RPL7A","ribosomal protein L7A [Source:MGI Symbol;Acc:MGI:1353472]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.167033,6.958653,0,0.166691615356981,1,0.779638426945685
"ENSMUSG00000071052","Rpl7a-ps5",NA,NA,"ribosomal protein L7A, pseudogene 5 [Source:MGI Symbol;Acc:MGI:3643553]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.403004,7.390181,0,0.0580217531455913,0,0.16267075839943
"ENSMUSG00000067274","Rplp0",NA,NA,"ribosomal protein, large, P0 [Source:MGI Symbol;Acc:MGI:1927636]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.380373,7.682497,0,0.189750394222635,1,0.721908956584505
"ENSMUSG00000062309","Rpp25","ENSG00000178718","RPP25","ribonuclease P 25 subunit (human) [Source:MGI Symbol;Acc:MGI:2143151]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.179461,6.150081,1,0.533576101911395,1,0.63637234052724
"ENSMUSG00000021418","Rpp40","ENSG00000124787","RPP40","ribonuclease P 40 subunit (human) [Source:MGI Symbol;Acc:MGI:1346084]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.089112,14.22906,0,0.190021197447597,1,0.595444944637988
"ENSMUSG00000067351","Rps15a-ps2",NA,NA,"ribosomal protein S15A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3643316]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.659824,7.176193,0,0.13766297731205,0,0.294621190788666
"ENSMUSG00000083757","Rps15a-ps4",NA,NA,NA,"E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.440599,6.445427,0,0.154092392461736,0,0.266127053888732
"ENSMUSG00000028234","Rps20","ENSG00000008988","RPS20","ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.073232,8.635047,0,0.159157621525958,1,0.720000078437791
"ENSMUSG00000090733","Rps27",NA,NA,"ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1888676]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,4.874748,19.433,0,0.154784723681805,1,0.683855138895787
"ENSMUSG00000063171","Rps4y2",NA,NA,"ribosomal protein S4, Y-linked 2 [Source:MGI Symbol;Acc:MGI:1913434]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.290032,12.78559,1,0.259207560608498,0,0.40890501941707
"ENSMUSG00000025665","Rps6ka6","ENSG00000072133","RPS6KA6","ribosomal protein S6 kinase polypeptide 6 [Source:MGI Symbol;Acc:MGI:1914321]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.772201,22.49585,0,0.226564091749726,1,0.708141109874167
"ENSMUSG00000032518","Rpsa","ENSG00000168028","RPSA","ribosomal protein SA [Source:MGI Symbol;Acc:MGI:105381]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.671836,16.56621,0,0.181255062488255,1,0.739300998772963
"ENSMUSG00000047676","Rpsa-ps10",NA,NA,"ribosomal protein SA, pseudogene 10 [Source:MGI Symbol;Acc:MGI:3704228]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.128417,15.03212,0,0.127913715176506,0,0.263209517956665
"ENSMUSG00000006586","Runx1t1","ENSG00000079102","RUNX1T1","runt-related transcription factor 1; translocated to, 1 (cyclin D-related) [Source:MGI Symbol;Acc:MGI:104793]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.12426068417115,6.31883056758832,1,0.5851078812488,1,0.803962861586525
"ENSMUSG00000039153","Runx2","ENSG00000124813","RUNX2","runt related transcription factor 2 [Source:MGI Symbol;Acc:MGI:99829]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,3.259914,7.1777,1,0.589489239359493,1,0.727628051254962
"ENSMUSG00000060735","Rxfp3",NA,NA,"relaxin family peptide receptor 3 [Source:MGI Symbol;Acc:MGI:2441827]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.446947,7.295772,1,0.506306038550886,1,0.635790323999951
"ENSMUSG00000057465","Saa2","ENSG00000173432","SAA1","serum amyloid A 2 [Source:MGI Symbol;Acc:MGI:98222]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.047893,10.17645,0,0.11159241249214,0,0.125715994745596
"ENSMUSG00000047181","Samd14","ENSG00000167100","SAMD14","sterile alpha motif domain containing 14 [Source:MGI Symbol;Acc:MGI:2384945]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.108221,6.607701,0,0.255711695901364,1,0.773747732317853
"ENSMUSG00000049281","Scn3b","ENSG00000166257","SCN3B","sodium channel, voltage-gated, type III, beta [Source:MGI Symbol;Acc:MGI:1918882]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,4.308067,27.18883,0,0.203639785667994,1,0.674061319223379
"ENSMUSG00000075316","Scn9a","ENSG00000169432","SCN9A","sodium channel, voltage-gated, type IX, alpha [Source:MGI Symbol;Acc:MGI:107636]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,3.206067,7.422997,1,0.282708169414184,1,0.494288420781815
"ENSMUSG00000029596","Sdsl","ENSG00000139410","SDSL","serine dehydratase-like [Source:MGI Symbol;Acc:MGI:2182607]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.63466,4.986644,0,0.174010987958941,0,0.293656957371533
"ENSMUSG00000068877","Selenbp2","ENSG00000143416","SELENBP1","selenium binding protein 2 [Source:MGI Symbol;Acc:MGI:104859]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,22,2.037832,6.31677,0,0.0900244057542033,0,0.165648633983276
"ENSMUSG00000028883","Sema3a","ENSG00000075213","SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.279529,10.88076,0,0.209471187024001,1,0.704464117330277
"ENSMUSG00000034684","Sema3f","ENSG00000001617","SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,3.606319,7.620736,1,0.544293212647753,1,0.639106641835379
"ENSMUSG00000051705","Senp8","ENSG00000166192","SENP8","SUMO/sentrin specific peptidase 8 [Source:MGI Symbol;Acc:MGI:1918849]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.143546,21.06627,0,0.178976640465866,1,0.760926758735534
"ENSMUSG00000050379","Sept6","ENSG00000125354","SEPTIN6","septin 6 [Source:MGI Symbol;Acc:MGI:1888939]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.140691,7.813167,0,0.190752675043213,1,0.644760868219224
"ENSMUSG00000021643","Serf1","ENSG00000172058","SERF1A","small EDRK-rich factor 1 [Source:MGI Symbol;Acc:MGI:1337114]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.167557,6.518712,0,0.199349672825424,1,0.646720944222154
"ENSMUSG00000021474","Sfxn1","ENSG00000164466","SFXN1","sideroflexin 1 [Source:MGI Symbol;Acc:MGI:2137677]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.267535,23.07778,0,0.188679625208435,1,0.663178361444502
"ENSMUSG00000042743","Sgtb","ENSG00000197860","SGTB","small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:MGI Symbol;Acc:MGI:2444615]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.03992,19.80687,0,0.239193908777797,1,0.765289456734475
"ENSMUSG00000005057","Sh2b2","ENSG00000160999","SH2B2","SH2B adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1345171]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.50167264232407,7.36856079910276,1,0.278775107962006,1,0.707597373419685
"ENSMUSG00000028843","Sh3bgrl3","ENSG00000142669","SH3BGRL3","SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.252165,8.797341,0,0.190912920690465,1,0.656271324433035
"ENSMUSG00000054520","Sh3bp2","ENSG00000087266","SH3BP2","SH3-domain binding protein 2 [Source:MGI Symbol;Acc:MGI:1346349]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.204501,15.25422,0,0.225534794636996,1,0.739414766045956
"ENSMUSG00000020669","Sh3yl1","ENSG00000035115","SH3YL1","Sh3 domain YSC-like 1 [Source:MGI Symbol;Acc:MGI:1346118]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.853496,20.82746,0,0.141472749119726,1,0.69827818144338
"ENSMUSG00000053550","Shisa7","ENSG00000187902","SHISA7","shisa homolog 7 (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:3605641]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.088062,5.002093,1,0.529246221989907,1,0.584064712951693
"ENSMUSG00000089832","Shkbp1","ENSG00000160410","SHKBP1","Sh3kbp1 binding protein 1 [Source:MGI Symbol;Acc:MGI:2385803]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.10862,22.13366,0,0.199529483121867,1,0.668993504686744
"ENSMUSG00000025403","Shmt2","ENSG00000182199","SHMT2","serine hydroxymethyltransferase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1277989]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.089539,21.61296,1,0.266764506059815,1,0.633524231684081
"ENSMUSG00000024134","Six2","ENSG00000170577","SIX2","sine oculis-related homeobox 2 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:102778]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.342159,4.922635,1,0.784474739408377,1,0.694981026995086
"ENSMUSG00000091519","Skor2","ENSG00000215474","SKOR2","SKI family transcriptional corepressor 2 [Source:MGI Symbol;Acc:MGI:3645984]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.505093,6.871383,1,0.76266445573838,1,0.729260395121527
"ENSMUSG00000029219","Slc10a4",NA,NA,"solute carrier family 10 (sodium/bile acid cotransporter family), member 4 [Source:MGI Symbol;Acc:MGI:3606480]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.862339,6.558707,1,0.487004140822294,1,0.513191445341167
"ENSMUSG00000003528","Slc25a1","ENSG00000100075","SLC25A1","solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345283]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.57381945340813,7.40515706838521,0,0.193829021557568,1,0.68356027690085
"ENSMUSG00000032602","Slc25a20","ENSG00000178537","SLC25A20","solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20 [Source:MGI Symbol;Acc:MGI:1928738]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.148282,19.81042,0,0.177823585142974,1,0.571437314584902
"ENSMUSG00000027359","Slc27a2","ENSG00000140284","SLC27A2","solute carrier family 27 (fatty acid transporter), member 2 [Source:MGI Symbol;Acc:MGI:1347099]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.893017,7.501413,1,0.50630994233249,1,0.606206494117661
"ENSMUSG00000027932","Slc27a3","ENSG00000143554","SLC27A3","solute carrier family 27 (fatty acid transporter), member 3 [Source:MGI Symbol;Acc:MGI:1347358]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.046648,20.67089,0,0.20770468489428,1,0.657407365568092
"ENSMUSG00000029151","Slc30a3","ENSG00000115194","SLC30A3","solute carrier family 30 (zinc transporter), member 3 [Source:MGI Symbol;Acc:MGI:1345280]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,5.244452,7.051224,1,0.587211390441698,1,0.667742358346251
"ENSMUSG00000037771","Slc32a1","ENSG00000101438","SLC32A1","solute carrier family 32 (GABA vesicular transporter), member 1 [Source:MGI Symbol;Acc:MGI:1194488]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,2.010415,5.559654,1,0.8144226253628,1,0.782121570412508
"ENSMUSG00000021490","Slc34a1","ENSG00000131183","SLC34A1","solute carrier family 34 (sodium phosphate), member 1 [Source:MGI Symbol;Acc:MGI:1345284]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,2.471518,6.064542,1,0.32368751520294,0,0.174797560514069
"ENSMUSG00000050473","Slc35d3","ENSG00000182747","SLC35D3","solute carrier family 35, member D3 [Source:MGI Symbol;Acc:MGI:1923407]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.644711,10.08865,1,0.491027187931664,1,0.693900597442967
"ENSMUSG00000038602","Slc35f1","ENSG00000196376","SLC35F1","solute carrier family 35, member F1 [Source:MGI Symbol;Acc:MGI:2139810]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.560108,9.7098,1,0.333609782806236,1,0.668875726267487
"ENSMUSG00000028360","Slc44a5","ENSG00000137968","SLC44A5","solute carrier family 44, member 5 [Source:MGI Symbol;Acc:MGI:3035141]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.924346,9.84997,1,0.360784904674874,1,0.636114495697313
"ENSMUSG00000025938","Slco5a1","ENSG00000137571","SLCO5A1","solute carrier organic anion transporter family, member 5A1 [Source:MGI Symbol;Acc:MGI:2443431]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.026584,21.6617,0,0.208862418552345,1,0.772371962325948
"ENSMUSG00000025020","Slit1","ENSG00000187122","SLIT1","slit homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1315203]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,7.014787,7.493271,1,0.672538653773327,1,0.659579866283303
"ENSMUSG00000045871","Slitrk6","ENSG00000184564","SLITRK6","SLIT and NTRK-like family, member 6 [Source:MGI Symbol;Acc:MGI:2443198]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.427123,11.53613,0,0.0968858577160988,1,0.50047568012114
"ENSMUSG00000031099","Smarca1","ENSG00000102038","SMARCA1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:MGI Symbol;Acc:MGI:1935127]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.647543,16.48281,1,0.292237956818843,1,0.618449690504255
"ENSMUSG00000037935","Smarce1","ENSG00000073584","SMARCE1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:MGI Symbol;Acc:MGI:1927347]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.11662,12.69087,0,0.208298403559715,1,0.794393338706128
"ENSMUSG00000019822","Smpd2","ENSG00000135587","SMPD2","sphingomyelin phosphodiesterase 2, neutral [Source:MGI Symbol;Acc:MGI:1278330]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.012534,16.27579,0,0.196376526395992,1,0.692344243528125
"ENSMUSG00000033706","Smyd5","ENSG00000135632","SMYD5","SET and MYND domain containing 5 [Source:MGI Symbol;Acc:MGI:108048]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.883967,13.93015,0,0.173349656980507,1,0.605589321871572
"ENSMUSG00000064925","Snora62",NA,NA,NA,"E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.596791,14.78889,0,0.101558806769575,1,0.678904485166225
"ENSMUSG00000065124","Snora65","ENSG00000201302","SNORA65",NA,"E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.464674,16.89091,0,0.150441677847763,1,0.697191839910409
"ENSMUSG00000064563","Snora7a","ENSG00000207088","SNORA7B",NA,"E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.432343,6.304148,0,0.177165887261151,1,0.729005797231903
"ENSMUSG00000005656","Snx6","ENSG00000129515","SNX6","sorting nexin 6 [Source:MGI Symbol;Acc:MGI:1919433]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.31244712012973,22.5262531622684,0,0.17763727190339,1,0.711308570779912
"ENSMUSG00000031626","Sorbs2","ENSG00000154556","SORBS2","sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.231951,18.32016,0,0.20707830388491,1,0.732863167337738
"ENSMUSG00000043531","Sorcs1","ENSG00000108018","SORCS1","VPS10 domain receptor protein SORCS 1 [Source:MGI Symbol;Acc:MGI:1929666]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.52252,11.63198,1,0.343934607650281,1,0.714903546425349
"ENSMUSG00000063434","Sorcs3","ENSG00000156395","SORCS3","sortilin-related VPS10 domain containing receptor 3 [Source:MGI Symbol;Acc:MGI:1913923]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.360484,7.161866,1,0.456822547219309,1,0.683864030620954
"ENSMUSG00000051817","Sox12","ENSG00000177732","SOX12","SRY-box containing gene 12 [Source:MGI Symbol;Acc:MGI:98360]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.911542,26.60001,0,0.209074379747962,1,0.845607813320306
"ENSMUSG00000053747","Sox14","ENSG00000168875","SOX14","SRY-box containing gene 14 [Source:MGI Symbol;Acc:MGI:98362]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.33754,4.75651,1,0.769095802312259,1,0.616879782407625
"ENSMUSG00000076431","Sox4","ENSG00000124766","SOX4","SRY-box containing gene 4 [Source:MGI Symbol;Acc:MGI:98366]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,4.509752,23.90663,0,0.23334410551904,1,0.901370804062174
"ENSMUSG00000075304","Sp5","ENSG00000204335","SP5","trans-acting transcription factor 5 [Source:MGI Symbol;Acc:MGI:1927715]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.439779,13.42026,1,0.524771092022367,1,0.805680063614513
"ENSMUSG00000068859","Sp9","ENSG00000217236","SP9","trans-acting transcription factor 9 [Source:MGI Symbol;Acc:MGI:3574660]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,5.736935,7.108881,1,0.751166293224641,1,0.711544819478778
"ENSMUSG00000032388","Spg21","ENSG00000090487","SPG21","spastic paraplegia 21 homolog (human) [Source:MGI Symbol;Acc:MGI:106403]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.088673,20.99413,0,0.144245452507281,1,0.684260668635501
"ENSMUSG00000046550","Spin2",NA,NA,"spindlin family, member 2 [Source:MGI Symbol;Acc:MGI:3605548]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.216407,7.099566,0,0.132481504968946,1,0.540893287678408
"ENSMUSG00000053030","Spink2","ENSG00000128040","SPINK2","serine peptidase inhibitor, Kazal type 2 [Source:MGI Symbol;Acc:MGI:1917232]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.034996,10.00695,0,0.196054297097951,0,0.308162201147141
"ENSMUSG00000046997","Spsb4","ENSG00000175093","SPSB4","splA/ryanodine receptor domain and SOCS box containing 4 [Source:MGI Symbol;Acc:MGI:2183445]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,4.453944,7.913538,1,0.301192002113311,1,0.757733477422627
"ENSMUSG00000004366","Sst","ENSG00000157005","SST","somatostatin [Source:MGI Symbol;Acc:MGI:98326]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,6.77715283590345,7.23951448088184,1,0.428117754467854,0,0.354124025504562
"ENSMUSG00000035431","Sstr1","ENSG00000139874","SSTR1","somatostatin receptor 1 [Source:MGI Symbol;Acc:MGI:98327]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.567775,7.010248,1,0.459519903613312,1,0.622453641417166
"ENSMUSG00000047904","Sstr2","ENSG00000180616","SSTR2","somatostatin receptor 2 [Source:MGI Symbol;Acc:MGI:98328]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.994133,25.46793,1,0.387528194583146,1,0.797546838635226
"ENSMUSG00000044933","Sstr3","ENSG00000278195","SSTR3","somatostatin receptor 3 [Source:MGI Symbol;Acc:MGI:98329]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,3.204101,7.467913,1,0.285618676410016,1,0.451434742278422
"ENSMUSG00000031995","St14","ENSG00000149418","ST14","suppression of tumorigenicity 14 (colon carcinoma) [Source:MGI Symbol;Acc:MGI:1338881]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.025389,4.751106,1,0.519154142472096,1,0.57324078236593
"ENSMUSG00000022885","St6gal1","ENSG00000073849","ST6GAL1","beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.602468,22.93642,0,0.178480527212904,1,0.782683690169047
"ENSMUSG00000024172","St6gal2","ENSG00000144057","ST6GAL2","beta galactoside alpha 2,6 sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:2445190]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.501872,19.08798,1,0.449454492805435,1,0.660713025433684
"ENSMUSG00000039037","St6galnac5","ENSG00000117069","ST6GALNAC5","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:MGI Symbol;Acc:MGI:1349471]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.161342,22.39722,1,0.402554964646789,1,0.688847233516141
"ENSMUSG00000025789","St8sia2","ENSG00000140557","ST8SIA2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:106020]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.933313,10.10683,1,0.360150581873137,1,0.793794459823579
"ENSMUSG00000017400","Stac2","ENSG00000141750","STAC2","SH3 and cysteine rich domain 2 [Source:MGI Symbol;Acc:MGI:2144518]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.729222,6.85418,1,0.555491122680528,1,0.643797008014895
"ENSMUSG00000047963","Stbd1","ENSG00000118804","STBD1","starch binding domain 1 [Source:MGI Symbol;Acc:MGI:1261768]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.341002,7.567369,1,0.385677660692956,1,0.597849124925553
"ENSMUSG00000020303","Stc2","ENSG00000113739","STC2","stanniocalcin 2 [Source:MGI Symbol;Acc:MGI:1316731]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,22,2.119863,5.500056,1,0.488880971236679,1,0.682487529443783
"ENSMUSG00000029123","Stk32b","ENSG00000152953","STK32B","serine/threonine kinase 32B [Source:MGI Symbol;Acc:MGI:1927552]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,6.284386,8.429005,1,0.504248251591952,1,0.566641331343241
"ENSMUSG00000015981","Stk32c","ENSG00000165752","STK32C","serine/threonine kinase 32C [Source:MGI Symbol;Acc:MGI:2385336]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.657874,5.537849,0,0.194568682801231,1,0.59616046502515
"ENSMUSG00000028832","Stmn1","ENSG00000117632","STMN1","stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.383752,5.496479,0,0.23621759227989,1,0.823002196244209
"ENSMUSG00000022044","Stmn4","ENSG00000015592","STMN4","stathmin-like 4 [Source:MGI Symbol;Acc:MGI:1931224]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.547975,10.93489,1,0.344225260440032,1,0.719380531115617
"ENSMUSG00000007207","Stx1a","ENSG00000106089","STX1A","syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.11411838340401,22.8043521591477,0,0.191150945227306,1,0.639757645024778
"ENSMUSG00000003271","Sult2b1","ENSG00000088002","SULT2B1","sulfotransferase family, cytosolic, 2B, member 1 [Source:MGI Symbol;Acc:MGI:1926342]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.225963,7.074609,1,0.278313795582524,0,0.261126738871996
"ENSMUSG00000038954","Supt3h","ENSG00000196284","SUPT3H","suppressor of Ty 3 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923723]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.22068,15.93368,0,0.175590620976774,1,0.668287401302474
"ENSMUSG00000042078","Svop","ENSG00000166111","SVOP","SV2 related protein [Source:MGI Symbol;Acc:MGI:1915916]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.042699,5.259007,1,0.420786089185769,1,0.631225170119078
